""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1 or 2 family dwelling
2014
2015
2015
2015
2015
2015
2015
2015
2015
2015
2015
2015
2016
2016
2016
2016
2016
2016
2016
2016
2016
2016
311
311
311
311
311 app
a permit
abandoned waste
ac
access
accessibility
ada
additional tenant
address
address ranges
addresses
affordable housing
affordable housing trust fund (ahtf)
agencies
agency
agency
aging
aging
aim
aim
air conditioning
air quality
air quality
air quality
air-conditioning
airport
airport
airport
airport
airport
airport
airport
airport
analytics
analytics
analytics
analytics
analytics
analytics
anderson
animal services
animal shelter
animals
animals
annual
annual bill
annual outages
apartment
apc
appropriation
approriations
area
arts
asphalt
assessment
assistance
at-fault evictions
at-risk
attendance
attendance
attraction
attraction
audit
audits
automated counts
b permit
balance
baseball/softball fields
basketball courts
bavn
bca
beaches
berth
bicycle
bicycling
bids
bids
bike
bikeways bikelanes
billboard
billboard
billing and collection
bls
blue
blue
blue
blue
blue
boe
boe
bonds
bonds
bonuses
book
book
book
book
book
bos
boundaries
boundaries
boundary
broken pipe
bss
bss
btax
budget
budget
budget
budget
budget
budget
budget
budget
budget
budget
budget
budget
budget
building
building
building
building
building
building
building
building
building addition
building alter repair
building and safety
building and safety
building and safety
building and safety
building and safety
building and safety
building and safety
building and safety
building demolition
building new
building permit
building permit
building relocation
buildings
bureau of contract administration
bureau of engineering
bureau of engineering
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bureau of sanitation
bus
bus
business
business
business
business source
business tax
businesssource
ca
ca edd
cad
cadastral
cafr
cafr
calendar
calendar
call center
call center
call center performance
call center wait times
calls answered
camp
camp
camps
capital improvement
cargo
cargo
cargo
cargo
carrier
carrier
carrier
carrier
carrier
carrier
case
case
case number
case number
case number
case number
cases completed
cases filed
cash
cat
catch basins
cause evictions
cd
cdbg
census
centerline
certificate
certificate of occupancy
change of terms of tenancy
changes
chapter 15 of los angeles municipal code
checkbook
citation
citation
city boundary
city clerk
city council boundaries
city employee location
city facilities
city limits
city pound
city profile
city properties
citylinkla
citywide calendar
claim for refund
cleaned sewers
cleanup
cleanup
clerk
cnap
cnap
coal
coal
coal
coal
coastal power plants
code
code enforcement
code enforcement
codes
cofo
cofo
cofo number
collections
collisions
commercial
commissions
commodity
complaints
completion
completion
computer literacy
concrete
concrete
condominium conversion
conferences
conservation
conservation
conservation
consolidated plan
construction
construction
construction
construction
construction
construction
construction
construction
construction services
construction services
construction services
construction services
construction services
construction services
contact
contact information
container
content
controller
council
council districts
councilmembers
counters
counters
covenant
cpra
cra
crime
crime
csr
csr
csr number
csr number
cultural
cultural affairs
